Distribution of honor card value
Points, Hands, Probability
0, 2310789600, 0.003638961035
1, 5006710800, 0.007884415576
2, 8611542576, 0.013561194790
3, 15636342960, 0.024623636336
4, 24419055136, 0.038454383795
5, 32933031040, 0.051861933564
6, 41619399184, 0.065540961378
7, 50979441968, 0.080280871483
8, 56466608128, 0.088921893516
9, 59413313872, 0.093562275913
10, 59723754816, 0.094051148850
11, 56799933520, 0.089446804184
12, 50971682080, 0.080268651448
13, 43906944752, 0.069143318419
14, 36153374224, 0.056933231862
15, 28090962724, 0.044236791954
16, 21024781756, 0.033109185525
17, 14997082848, 0.023616948995
18, 10192504020, 0.016050844688
19, 6579838440, 0.010361729038
20, 4086538404, 0.006435356131
21, 2399507844, 0.003778671822
22, 1333800036, 0.002100427646
23, 710603628, 0.001119036936
24, 354993864, 0.000559033518
25, 167819892, 0.000264277651
26, 74095248, 0.000116682938
27, 31157940, 0.000049066574
28, 11790760, 0.000018567729
29, 4236588, 0.000006671650
30, 1396068, 0.000002198485
31, 388196, 0.000000611319
32, 109156, 0.000000171896
33, 22360, 0.000000035212
34, 4484, 0.000000007061
35, 624, 0.000000000983
36, 60, 0.000000000094
37, 4, 0.000000000006

Distribution of honor card vectors
Index, Aces, Kings, Queens, Jacks, Others, Value, Hands, Probability
470,6,4,3,0,3,350904840,0.000552594247
471,6,5,0,2,4,172262376,0.000271273540
472,6,5,1,1,4,373235148,0.000587759336
473,6,5,2,0,4,172262376,0.000271273540
474,6,6,0,1,5,38280528,0.000060283009
475,6,6,1,0,5,38280528,0.000060283009
476,6,7,0,0,6,2944656,0.000004637155
477,7,0,0,6,6,2944656,0.000004637155
478,7,0,1,5,5,28710396,0.000045212257
479,7,0,2,4,4,95701320,0.000150707522
480,7,0,3,3,3,140361936,0.000221037699
481,7,0,4,2,4,95701320,0.000150707522
482,7,0,5,1,5,28710396,0.000045212257
483,7,0,6,0,6,2944656,0.000004637155
484,7,1,0,5,5,28710396,0.000045212257
485,7,1,1,4,4,207352860,0.000326532964
486,7,1,2,3,3,497646864,0.000783679114
487,7,1,3,2,3,497646864,0.000783679114
488,7,1,4,1,4,207352860,0.000326532964
489,7,1,5,0,5,28710396,0.000045212257
490,7,2,0,4,4,95701320,0.000150707522
491,7,2,1,3,3,497646864,0.000783679114
492,7,2,2,2,3,814331232,0.001282384005
493,7,2,3,1,3,497646864,0.000783679114
494,7,2,4,0,4,95701320,0.000150707522
495,7,3,0,3,3,140361936,0.000221037699
496,7,3,1,2,3,497646864,0.000783679114
497,7,3,2,1,3,497646864,0.000783679114
498,7,3,3,0,3,140361936,0.000221037699
499,7,4,0,2,4,95701320,0.000150707522
500,7,4,1,1,4,207352860,0.000326532964
501,7,4,2,0,4,95701320,0.000150707522
502,7,5,0,1,5,28710396,0.000045212257
503,7,5,1,0,5,28710396,0.000045212257
504,7,6,0,0,6,2944656,0.000004637155
505,8,0,0,5,6,1656369,0.000002608399
506,8,0,1,4,5,11962665,0.000018838440
507,8,0,2,3,4,28710396,0.000045212257
508,8,0,3,2,4,28710396,0.000045212257
509,8,0,4,1,5,11962665,0.000018838440
510,8,0,5,0,6,1656369,0.000002608399
511,8,1,0,4,5,11962665,0.000018838440
512,8,1,1,3,4,62205858,0.000097959889
513,8,1,2,2,4,101791404,0.000160298001
514,8,1,3,1,4,62205858,0.000097959889
515,8,1,4,0,5,11962665,0.000018838440
516,8,2,0,3,4,28710396,0.000045212257
517,8,2,1,2,4,101791404,0.000160298001
518,8,2,2,1,4,101791404,0.000160298001
519,8,2,3,0,4,28710396,0.000045212257
520,8,3,0,2,4,28710396,0.000045212257
521,8,3,1,1,4,62205858,0.000097959889
522,8,3,2,0,4,28710396,0.000045212257
523,8,4,0,1,5,11962665,0.000018838440
524,8,4,1,0,5,11962665,0.000018838440
525,8,5,0,0,6,1656369,0.000002608399
526,9,0,0,4,6,511225,0.000000805062
527,9,0,1,3,5,2658370,0.000004186320
528,9,0,2,2,5,4350060,0.000006850342
529,9,0,3,1,5,2658370,0.000004186320
530,9,0,4,0,6,511225,0.000000805062
531,9,1,0,3,5,2658370,0.000004186320
532,9,1,1,2,5,9425130,0.000014842407
533,9,1,2,1,5,9425130,0.000014842407
534,9,1,3,0,5,2658370,0.000004186320
535,9,2,0,2,5,4350060,0.000006850342
536,9,2,1,1,5,9425130,0.000014842407
537,9,2,2,0,5,4350060,0.000006850342
538,9,3,0,1,5,2658370,0.000004186320
539,9,3,1,0,5,2658370,0.000004186320
540,9,4,0,0,6,511225,0.000000805062
541,10,0,0,3,6,81796,0.000000128810
542,10,0,1,2,6,290004,0.000000456689
543,10,0,2,1,6,290004,0.000000456689
544,10,0,3,0,6,81796,0.000000128810
545,10,1,0,2,6,290004,0.000000456689
546,10,1,1,1,6,628342,0.000000989494
547,10,1,2,0,6,290004,0.000000456689
548,10,2,0,1,6,290004,0.000000456689
549,10,2,1,0,6,290004,0.000000456689
550,10,3,0,0,6,81796,0.000000128810
551,11,0,0,2,7,6084,0.000000009581
552,11,0,1,1,7,13182,0.000000020759
553,11,0,2,0,7,6084,0.000000009581
554,11,1,0,1,7,13182,0.000000020759
555,11,1,1,0,7,13182,0.000000020759
556,11,2,0,0,7,6084,0.000000009581
557,12,0,0,1,8,169,0.000000000266
558,12,0,1,0,8,169,0.000000000266
559,12,1,0,0,8,169,0.000000000266
560,13,0,0,0,9,1,0.000000000002

Distribution of suit value
Value, Hands, Probability
0, 66905856160, 0.105361303154
1, 235386966672, 0.370680221097
2, 226028440924, 0.355942699974
3, 88900436196, 0.139997697454
4, 16055201448, 0.025283241917
5, 1664622960, 0.002621397504
6, 71802016, 0.000113071626
7, 231192, 0.000000364074
8, 2028, 0.000000003194
9, 4, 0.000000000006

Suit Distributions
Case, Distribution, Voids, Singles, Doubles, Values, Hands, Probability
1,[0 0 0 13],3,0,0,9,4,0.000000000006
2,[0 0 1 12],2,1,0,8,2028,0.000000003194
3,[0 0 2 11],2,0,1,7,73008,0.000000114971
4,[0 0 3 10],2,0,0,6,981552,0.000001545718
5,[0 0 4 9],2,0,0,6,6134700,0.000009660739
6,[0 0 5 8],2,0,0,6,19876428,0.000031300793
7,[0 0 6 7],2,0,0,6,35335872,0.000055645854
8,[0 1 1 11],1,2,0,7,158184,0.000000249103
9,[0 1 2 10,1,1,1,6,6960096,0.000010960547
10,[0 1 3 9],1,1,0,5,63800880,0.000100471681
11,[0 1 4 8],1,1,0,5,287103960,0.000452122566
12,[0 1 5 7],1,1,0,5,689049504,0.001085094158
13,[0 1 6 6],1,1,0,5,459366336,0.000723396106
14,[0 2 2 9],1,0,2,5,52200720,0.000082204103
15,[0 2 3 8],1,0,1,4,689049504,0.001085094158
16,[0 2 4 7],1,0,1,4,2296831680,0.003616980528
17,[0 2 5 6],1,0,1,4,4134297024,0.006510564950
18,[0 3 3 7],1,0,0,3,1684343232,0.002652452387
19,[0 3 4 6],1,0,0,3,8421716160,0.013262261935
20,[0 3 5 5],1,0,0,3,5684658408,0.008952026806
21,[0 4 4 5],1,0,0,3,7895358900,0.012433370565
22,[1 1 1 10],0,3,0,6,2513368,0.000003957975
23,[1 1 2 9],0,2,1,5,113101560,0.000178108890
24,[1 1 3 8],0,2,0,4,746470296,0.001175518672
25,[1 1 4 7],0,2,0,4,2488234320,0.003918395572
26,[1 1 5 6],0,2,0,4,4478821776,0.007053112029
27,[1 2 2 8],0,1,2,4,1221496848,0.001923576008
28,[1 2 3 7],0,1,1,3,11943524736,0.018808298745
29,[1 2 4 6],0,1,1,3,29858811840,0.047020746862
30,[1 2 5 5],0,1,1,3,20154697992,0.031739004132
31,[1 3 3 6],0,1,0,2,21896462016,0.034481881032
32,[1 3 4 5],0,1,0,2,82111732560,0.129307053871
33,[1 4 4 4],0,1,0,2,19007345500,0.029932188396
34,[2 2 2 7],0,0,3,3,3257324928,0.005129536021
35,[2 2 3 6],0,0,2,2,35830574208,0.056424896235
36,[2 2 4 5],0,0,2,2,67182326640,0.105796680440
37,[2 3 3 5],0,0,1,1,98534079072,0.155168464645
38,[2 3 4 4],0,0,1,1,136852887600,0.215511756452
39,[3 3 3 4],0,0,0,0,66905856160,0.105361303154

Sparse suit Distribution
Voids, Singles, Doubles, Value, Hands, Probability
0,0,0,0,66905856160,0.105361303154
0,0,1,1,235386966672,0.370680221097
0,0,2,2,103012900848,0.162221576675
0,0,3,3,3257324928,0.005129536021
0,1,0,2,123015540076,0.193721123299
0,1,1,3,61957034568,0.097568049739
0,1,2,4,1221496848,0.001923576008
0,2,0,4,7713526392,0.012147026273
0,2,1,5,113101560,0.000178108890
0,3,0,6,2513368,0.000003957975
1,0,0,3,23686076700,0.037300111694
1,0,1,4,7120178208,0.011212639636
1,0,2,5,52200720,0.000082204103
1,1,0,5,1499320680,0.002361084511
1,1,1,6,6960096,0.000010960547
1,2,0,7,158184,0.000000249103
2,0,0,6,62328552,0.000098153104
2,0,1,7,73008,0.000000114971
2,1,0,8,2028,0.000000003194
3,0,0,9,4,0.000000000006

Distribution of Voids X0
Value, Hands, Probability
0, 602586261420, 0.948934479131
1, 32364894588, 0.050967249594
2, 62403588, 0.000098271268
3, 4, 0.000000000006
Mean, 0.051163792148
Variance, 0.048742601093036


Distribution of Singles X1
Value, Hands, Probability
0, 439483905800, 0.692085860461
1, 187700354296, 0.295584797298
2, 7826786136, 0.012325384266
3, 2513368, 0.000003957975
Mean, 0.011388238331
Variance, 0.242363533467368


Distribution of Doubles X2
Value, Hands, Probability
0, 222885322144, 0.350993012314
1, 304584314112, 0.479650094880
2, 104286598416, 0.164227356785
3, 3257324928, 0.005129536021
Mean, 0.823493416513
Variance, 0.504583939168747

Covariances
X0 X1, -0.014012523791554
X0 X2, -0.030744807666718
X1 X2,  -0.161939278211386

Correlations
X0 X1, -0.128922397919043
X0 X2, -0.196042719564082
X1 X2, -0.463075548725792

Short suit long suit Distribution
Short,Long,Hands,Probability
0,5,13580017308,0.021385397371
0,6,13015379520,0.020496222991
0,7,4705560288,0.007410172928
0,8,996029892,0.001568517517
0,9,122136300,0.000192336523
0,10,7941648,0.000012506265
0,11,231192,0.000000364074
0,12,2028,0.000000003194
0,13,4,0.000000000006
1,4,19007345500,0.029932188396
1,5,102266430552,0.161046058003
1,6,56234095632,0.088555739924
1,7,14431759056,0.022726694317
1,8,1967967144,0.003099094680
1,9,113101560,0.000178108890
1,10,2513368,0.000003957975
2,4,136852887600,0.215511756452
2,5,165716405712,0.260965145085
2,6,35830574208,0.056424896235
2,7,3257324928,0.005129536021
3,4,66905856160,0.105361303154

Short suit distribution
Length, Hands, Probability
0,32427298180,0.051065520869
1,194023212812,0.305541842184
2,341657192448,0.538031333793
3,66905856160,0.105361303154

Long suit distribution
Length, Hands, Probability
4,222766089260,0.350805248002
5,281562853572,0.443396600459
6,105080049360,0.165476859150
7,22394644272,0.035266403266
8,2963997036,0.004667612197
9,235237860,0.000370445412
10,10455016,0.000016464241
11,231192,0.000000364074
12,2028,0.000000003194
13,4,0.000000000006

Split Table
Cards,SplitL,SplitU,Hands,Prob
1,0,1,10400600,1.000000000000
2,0,2,4992288,0.480000000000
2,1,1,5408312,0.520000000000
3,0,3,2288132,0.220000000000
3,1,2,8112468,0.780000000000
4,0,4,994840,0.095652173913
4,1,3,5173168,0.497391304348
4,2,2,4232592,0.406956521739
5,0,5,406980,0.039130434783
5,1,4,2939300,0.282608695652
5,2,3,7054320,0.678260869565
6,0,6,155040,0.014906832298
6,1,5,1511640,0.145341614907
6,2,4,5038800,0.484472049689
6,3,3,3695120,0.355279503106
7,0,7,54264,0.005217391304
7,1,6,705432,0.067826086957
7,2,5,3174444,0.305217391304
7,3,4,6466460,0.621739130435
8,0,8,17136,0.001647597254
8,1,7,297024,0.028558352403
8,2,6,1782144,0.171350114416
8,3,5,4900896,0.471212814645
8,4,4,3403400,0.327231121281
9,0,9,4760,0.000457665904
9,1,8,111384,0.010709382151
9,2,7,891072,0.085675057208
9,3,6,3267264,0.314141876430
9,4,5,6126120,0.589016018307
10,0,10,1120,0.000107686095
10,1,9,36400,0.003499798089
10,2,8,393120,0.037797819357
10,3,7,1921920,0.184789339077
10,4,6,4804800,0.461973347691
10,5,5,3243240,0.311832009692
11,0,11,210,0.000020191143
11,1,10,10010,0.000962444474
11,2,9,150150,0.014436667115
11,3,8,990990,0.095282002961
11,4,7,3303300,0.317606676538
11,5,6,5945940,0.571692017768
12,0,12,28,0.000002692152
12,1,11,2184,0.000209987885
12,2,10,48048,0.004619733477
12,3,9,440440,0.042347556872
12,4,8,1981980,0.190564005923
12,5,7,4756752,0.457353614215
12,6,6,3171168,0.304902409476
13,0,13,2,0.000000192297
13,1,12,338,0.000032498125
13,2,11,12168,0.001169932504
13,3,10,163592,0.015729092552
13,4,9,1022450,0.098306828452
13,5,8,3312738,0.318514124185
13,6,7,5889312,0.566247331885
